¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°ê¥­¸ô571~600¸¹,9.84,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0950406,139.71,3,2,2,¦³,¦³,5400000,38651,©Y¹D¾÷±ñ,0.0,0,,RPTNMLMLOHLFFAD97CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¤¤¦è°Ï½Ã¥Áµó91~120¸¹,24.46,°Ó,,,1050510,¤g¦a3«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1011205,203.85,3,2,2,¦³,¦³,13600000,66716,©Y¹D¥­­±,0.0,0,,RPROMLSLOHLFFAD48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¥_¦w¸ô¤@¬q211~240¸¹,109.43,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0881013,297.91,5,2,4,¦³,µL,20300000,68141,,0.0,0,,RPVOMLSLOHLFFAD88CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¶}¤¸¸ô148«Ñ33§Ë1~30¸¹,171.0,¦í,,,1050515,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0801217,295.26,5,2,5,¦³,µL,13800000,46738,,0.0,0,,RPUNMLPJPHLFFAD28CA
¦w¥­°Ï,¨®¦ì,»O«n¥«¦w¥­°Ï¼y¥­¸ô¸¹,0.09,°Ó,,,1050503,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,10.47,0,0,0,¦³,µL,500000,,©Y¹D¾÷±ñ,0.0,500000,,RPQNMLLKPHLFFAD57CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï«n¶éµó105«Ñ61~90¸¹,55.0,¦í,,,1050504,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0670719,103.92,6,0,6,¦³,µL,8410000,80928,,0.0,0,,RPRNMLLKPHLFFAD67CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï¼y¥­¸ô181~210¸¹,3.18,°Ó,,,1050529,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841024,36.95,1,1,1,¦³,¦³,1780000,48173,,0.0,0,,RPWOMLLKPHLFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï°p¥­¸ô361~390¸¹,11.27,°Ó,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820724,122.98,4,2,2,¦³,¦³,3000000,24394,,0.0,0,,RPXNMLMKPHLFFAD38CA
¦w«n°Ï,¤g¦a,´ä¦è¬q1021~1050¦a¸¹,177.46,¦í,,,1050526,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,922792,5200,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSOMLRKOHLFFBD48CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ïªø·Ë¸ô¤T¬q373«Ñ21§Ë1~30¸¹,85.55,¦í,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820414,165.82,4,2,3,¦³,µL,5500000,33168,,0.0,0,,RPTOMLRKOHLFFBD58CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï«°¦èµó¤G¬q181«Ñ50§Ë121~150¸¹,116.43,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050316,204.24,4,2,3,¦³,µL,7480000,36624,,0.0,0,,RPUOMLOLOHLFFBD48CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¤¤¸ô¤@¬q701«Ñ1~30¸¹,37.87,¦í,,,1050408,¤g¦a1«Øª«3¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0700907,101.35000000000001,3,2,1,¦³,µL,2500000,24667,,0.0,0,,RPPNMLKMOHLFFBD57CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤j¦P¸ô¤G¬q61«Ñ151~180¸¹,55.66,¦í,,,1050522,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,0530101,37.33,2,2,2,¦³,µL,1800000,48219,,0.0,0,µL§À«Ñ¡BÁ{¸ô¤p©ó¤G¦Ì¡B§C©ó¤½§i²{­È¤§¶R½æ¡C,RPUOMLQKOHLFFCD68CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¤µØªF¸ô¤G¬q181~210¸¹,2.6,¨ä¥L,,,1050529,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0841106,34.379999999999995,1,1,1,¦³,¦³,1350000,39267,,0.0,0,,RPSNMLRKOHLFFCD48CA
ªF°Ï,¤g¦a,¸ÎªF¬q1021~1050¦a¸¹,704.25,¦í,,,1050429,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,68180000,96812,,0.0,0,,RPSOMLMLOHLFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ïªøºa¸ô¤G¬q32«Ñ46§Ë1~30¸¹,20.04,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0730629,80.5,3,1,1,¦³,µL,2500000,31056,,0.0,0,,RPSNMLOLOHLFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°ÏªL´Ë¸ô¤@¬q361~390¸¹,87.58,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì3,¤G¤Q¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1041029,658.48,3,2,4,¦³,¦³,55000000,83526,©Y¹D¥­­±,0.0,0,,RPVNMLRLOHLFFCD88CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¥Ã¦¨¸ô¤T¬q347«Ñ1~30¸¹,85.0,¦í,,,1050513,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,1040612,183.32,4,2,5,¦³,µL,11850000,64641,,0.0,0,,RPVNMLSLOHLFFCD98CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±R¼w¤Gµó6«Ñ1~30¸¹,19.35,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0830117,102.41999999999999,2,2,1,¦³,¦³,3700000,36126,©Y¹D¾÷±ñ,0.0,0,,RPXNMLSLOHLFFCD56CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏºaÅAµó31~60¸¹,30.35,¦í,,,1050528,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0840104,115.8,3,2,2,¦³,µL,4200000,36269,,0.0,0,,RPQOMLSLOHLFFCD58CA
ªF°Ï,«Øª«,»O«n¥«ªF°Ï¥úµØµó181~210¸¹,0.0,,,,1050514,¤g¦a0«Øª«1¨®¦ì1,¤T¼h¡A¥|¼h¡A¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0780304,143.95000000000002,3,2,2,¦³,¦³,3300000,22923,©Y¹D¥­­±,0.0,0,¤g¦a¬°¤¯·R¤§®a,RPSNMLLJPHLFFCD87CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤j©¾¨½¤j¦P¸ô¤G¬q482«Ñ31~60¸¹,121.0,¦í,,,1050527,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1040421,183.55,4,2,3,¦³,µL,10000000,54481,,0.0,0,,RPWNMLPJPHLFFCD68CA
ÆQ¤ô°Ï,¤g¦a,ªZ¼q¬q931~960¦a¸¹,4396.15,¹A,,,1050603,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3600000,819,,0.0,0,,RPPNMLQKOHLFFAR66CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·sªF¨½21¾FªF©úµó56«Ñ31~60¸¹,90.91,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940608,190.44,5,2,5,¦³,µL,6600000,34657,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLRKOHLFFAR17CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤T¥P¨½18¾F¤T¥Á¸ô121~150¸¹,139.24,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050323,330.82,5,2,6,¦³,µL,13800000,41715,,0.0,0,,RPPNMLOLOHLFFAR56CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤T¥P¨½18¾F¤T¥Á¸ô121~150¸¹,125.15,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050323,229.53,5,3,4,¦³,µL,9350000,40735,,0.0,0,,RPPNMLPLOHLFFAR66CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤T¥P¨½18¾F¤T¥Á¸ô121~150¸¹,146.65,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050323,335.9,6,3,6,¦³,µL,12500000,37213,,0.0,0,,RPQNMLPLOHLFFAR76CA
¬hÀç°Ï,¤g¦a,¬hÀç¬q¬hÀç¤p¬q871~900¦a¸¹,41.0,¨ä¥L,,,1050602,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,80000,1951,,0.0,0,¤½¦@³]¬I«O¯d¦a¥æ©ö,RPRNMLSLOHLFFAR17CA
¤UÀç°Ï,¤g¦a,¤Q¤»¥Ò¬q1~30¦a¸¹,1644.0,,ªe¤t°Ï,¹Aªª¥Î¦a,1050606,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,410000,249,,0.0,0,,RPWNMLRKOHLFFCR67CA
¤»¥Ò°Ï,¤g¦a,¤ôº£ªL¬q871~900¦a¸¹,4881.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050531,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4881000,1000,,0.0,0,,RPQNMLKLOHLFFCR09CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½¤¤¤s¸ô¤G¬q61~90¸¹,84.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050604,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1041027,176.27,4,2,2,¦³,µL,6700000,38010,,0.0,0,,RPRNMLOLOHLFFCR96CA
¤CªÑ°Ï,¤g¦a,¦Ë¾ô¬q1351~1380¦a¸¹,500.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050526,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,500,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLKLOHLFFDR56CA
±N­x°Ï,¤g¦a,­d¤l¼d¬q¤@¤p¬q961~990¦a¸¹,350.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050515,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,8571,,0.0,0,§t¥¼«O¦s©Ð«Î¬ù40¥­¤è¤½¤Ø¡C,RPVNMLKLOHLFFDR07CA
±N­x°Ï,¤g¦a,±N­x¬q1291~1320¦a¸¹,1517.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050606,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1820000,1200,,0.0,0,«æ¶R«æ½æ¡C¬°Á{¤j°¨¸ô,RPVNMLLLOHLFFDR17CA
¾Ç¥Ò°Ï,¤g¦a,¤¯±o¬q961~990¦a¸¹,90.74,¦í,,,1050529,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1660000,18294,,0.0,0,,RPPOMLRLOHLFFDR27CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¦w¦è¨½30¾F¨Î¦è¸ô525«Ñ31~60¸¹,93.18,¦í,,,1050420,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021007,187.14,5,2,3,¦³,µL,6500000,34733,,0.0,0,,RPQNMLSLOHLFFDR37CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°Ï´äªF¨½?±i?1~30¸¹,90.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050518,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810710,145.22,3,2,2,¦³,µL,2750000,18937,,0.0,0,,RPSNMLNLOHLFFDR07CA
¾Ç¥Ò°Ï,¤g¦a,·Ë¬w¤l¼d¬q541~570¦a¸¹,7802.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050526,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2800000,359,,0.0,0,,RPQNMLLKPHLFFDR66CA
¥ªÂí°Ï,¤g¦a,¥ú©M¬q721~750¦a¸¹,3039.33,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050531,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1870000,615,,0.0,0,,RPRNMLRKOHLFFER37CA
¦w©w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w©w°Ï³\¤¤Àç61~90¸¹,151.89,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050531,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041214,496.55,16,0,16,¦³,µL,24870000,50086,,0.0,0,,RPPNMLNLOHLFFER86CA
¦w©w°Ï,¤g¦a,Ä¬¦w¬q61~90¦a¸¹,114.69,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050513,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,8719,,0.0,0,,RPRNMLNLOHLFFER07CA
¦w©w°Ï,¤g¦a,¤»¶ô¼d¬q3001~3030¦a¸¹,879.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4925000,5600,,0.0,0,,RPWNMLNKPHLFFER57CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤å½å¸ô¤@¬q29«Ñ1~30¸¹,90.23,¦í,,,1050525,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0670601,89.62,3,2,3,¦³,µL,1650000,18411,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLQKOHLFFFR47CA
¤¯¼w°Ï,¤g¦a,¤Ó¤l¬q331~360¦a¸¹,27.39,¦í,,,1050602,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,372788,13610,,0.0,0,,RPRNMLKLOHLFFFR86CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Âk¤¯°ÏªZªF¤@µó49«Ñ61~90¸¹,26.26,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050505,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860721,89.9,4,2,2,¦³,µL,1250000,13904,,0.0,0,,RPVNMLLLOHLFFFR37CA
Âk¤¯°Ï,¤g¦a,¦¨¥\¬q781~810¦a¸¹,142.05,¦í,,,1050520,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2625852,18485,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLLLOHLFFFR76CA
Ãö¼q°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Ãö¼q°Ï¤s¦è¨½¤å¿Å¸ô361~390¸¹,104.0,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960614,166.64,5,2,3,¦³,µL,6900000,41407,,0.0,0,,RPUOMLRLOHLFFFR97CA
