¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q271~300¸¹,43.3,¦í,,,1050426,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040519,197.82,3,2,2,¦³,¦³,14380000,72692,©Y¹D¥­­±,28.43,0,,RPTNMLNLOHLFFBF38CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«®õ¤s°Ï®õªL¸ô¤G¬q481~510¸¹,35.14,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950710,178.94,3,2,2,¦³,¦³,15000000,83827,©Y¹D¥­­±,27.87,0,,RPTQMLNLOHLFFBF68CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¥Á¦w¦è¸ô451~480¸¹,15.67,¤u,,,1050517,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¤u·~¥Î,¿ûµ¬²V¾®¤g³y,0830707,98.31,3,2,1,¦³,¦³,6530000,66423,,0.0,0,,RPPNMLOLOHLFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºaµØ¸ô¤G¬q91~120¸¹,12.61,¦í,,,1050513,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040601,98.53999999999999,2,2,1,¦³,¦³,14600000,166421,©Y¹D¾÷±ñ,17.11,1050000,,RPTNMLOLOHLFFBF48CA
¤­ªÑ°Ï,¨®¦ì,·s¥_¥«¤­ªÑ°ÏµnªL¸ô61~90¸¹,0.0,,,,1050531,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,36.44,0,0,0,¦³,¦³,1150000,,©Y¹D¥­­±,36.44,1150000,,RPVNMLOLOHLFFBF68CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¦è²±µó369«Ñ1~30¸¹,21.01,¦í,,,1050429,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830708,124.55000000000001,3,2,2,¦³,¦³,8850000,71056,©Y¹D¾÷±ñ,0.0,0,ªþÃØ:§N®ð3¥x,RPQQMLOLOHLFFBF48CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,16.22,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,116.27000000000001,2,2,1,¦³,¦³,22050000,189645,,0.0,0,,RPUOMLRLOHLFFBF98CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,20.4,°Ó,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,188.01,2,2,2,¦³,¦³,27430000,170967,©Y¹D¥­­±,39.97,2120000,,RPWOMLRLOHLFFBF56CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,20.57,°Ó,,,1050523,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,189.18,2,2,2,¦³,¦³,29150000,180082,©Y¹D¥­­±,39.97,2280000,,RPPPMLRLOHLFFBF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,16.05,°Ó,,,1050523,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,155.16,2,2,1,¦³,¦³,23050000,181005,©Y¹D¥­­±,39.97,2200000,,RPQPMLRLOHLFFBF68CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,16.05,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,155.16,2,2,1,¦³,¦³,23680000,185780,©Y¹D¥­­±,39.97,2280000,,RPSPMLRLOHLFFBF88CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,21.02,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,189.78,2,2,2,¦³,¦³,30180000,187704,©Y¹D¥­­±,39.97,2060000,,RPVPMLRLOHLFFBF56CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤­ìªF¸ô181~210¸¹,21.3,°Ó,,,1050419,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021213,225.48,3,2,2,¦³,µL,31650000,140367,©Y¹D¥­­±,0.0,0,,RPTQMLRLOHLFFBF09CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤­ìªF¸ô181~210¸¹,23.95,°Ó,,,1050503,¤g¦a1«Øª«1¨®¦ì2,¤Q¥|¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011214,297.14,3,2,2,¦³,¦³,31000000,104328,©Y¹D¥­­±,76.59,0,,RPSNMLSLOHLFFBF78CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï«n¶Õµó271~300¸¹,39.14,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960518,145.07,3,2,2,¦³,¦³,8880000,61212,©Y¹D¥­­±,0.0,0,,RPVNMLTLOHLFFBF56CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï·s¾ð¸ô206«Ñ1~30¸¹,1412.66,¤u,,,1050427,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¼t¿ì,¤u·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0600105,902.26,0,0,0,µL,µL,170930000,189447,,0.0,0,¦³¼W«Ø-ªÅ¦a³¡¤À,RPPQMLKMOHLFFBF08CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤G¸ô¤G¬q181~210¸¹,27.51,°Ó,,,1050603,¤g¦a1«Øª«1¨®¦ì2,¤Q¤@¼h,¤G¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030513,321.24,3,2,2,¦³,¦³,28150000,90611,©Y¹D¥­­±,43.68,3000000,,RPSQMLKMOHLFFBF38CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤@¬q391~420¸¹,62.39,¦í,,,1050524,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020124,481.22,4,2,3,¦³,¦³,47080000,105757,©Y¹D¥­­±,61.58,2700000,,RPTVMLLJPHLFFBF88CA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤­ªÑ°ÏªÚ¬w¤K¸ô121~150¸¹,22.03,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040114,135.59,3,2,2,¦³,¦³,13000000,95877,©Y¹D¥­­±,18.74,0,,RPOOMLPJPHLFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤¸qµó31~60¸¹,32.64,¦í,,,1050503,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770426,108.36,3,1,1,¦³,µL,9300000,85825,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWQMLRJPHLFFBF66CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤Æ¦¨¸ô29«Ñ31~60¸¹,164.81,¤u,,,1050516,¤g¦a3«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤G¼h,¨ä¥L,¤u·~¥Î,¥[±j¿j³y,0660319,231.52,0,0,0,µL,µL,38880000,167934,,0.0,0,1¼Ó1¶¡¿ì¤½«Ç¡B2¼Ó¦í®a4©Ð1ÆU1½Ã¡B3¼Ó¶}©ñ¦¡µL¹j¶¡¥»¼Ðªºª«¤§¹H³¹«Ø¿v¦ì¸m¡G¨ä¥L¥¼¸g¥Ó½Ð«Ø¿v°õ·Ó¤§¼W§ï«Ø¡G3¼Ó¼W«Ø¡A1-3¼Ó«á¤è¼W«Ø¡C,RPXUMLRJPHLFFBF17CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°ÏÃ£ªL«n¸ô91~120¸¹,142.22,¤u,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡AÃM¼Ó,¥|¼h,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0810716,366.7,0,0,0,µL,µL,29000000,,,0.0,0,,RPPNMLTJPHLFFBF48CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«®õ¤s°Ï©ú§Ó¸ô¤G¬q372«Ñ7§Ë1~30¸¹,36.36,¦í,,,1050508,¤g¦a1«Øª«2¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730515,157.54,3,2,2,¦³,µL,10000000,63476,,0.0,0,,RPVPMLKLPHLFFBF58CA
