¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¦Û¥Ñ¸ô¤T¬q181~210¸¹,3.2,¦í,,,1050515,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820710,32.42,1,0,1,¦³,µL,1100000,33930,,0.0,0,,RPQOMLRKOHLFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¬ü§ø«n¸ô107«Ñ31~60¸¹,17.79,¦í,,,1050505,¤g¦a1«Øª«2¨®¦ì1,¤G¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850821,144.74,3,2,2,¦³,¦³,4900000,33854,©Y¹D¥­­±,0.0,0,,RPRNMLSKOHLFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾ð¸q¨½ºÖ¥Ð¤­µó1~30¸¹,25.45,¦í,,,1030517,¤g¦a2«Øª«1¨®¦ì2,¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041221,221.7,4,2,2,¦³,¦³,13800000,73945,©Y¹D¥­­±,66.18,2300000,,RPOQMLSLOHLFFAB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¥úªFµó61~90¸¹,13.71,¦í,,,1050512,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831214,107.73,3,2,2,¦³,¦³,4900000,45484,©Y¹D¾÷±ñ,0.0,0,,RPRPMLLJOHLFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´º©MªFµó271~300¸¹,188.21,¦í,,,1050425,¤g¦a1«Øª«1¨®¦ì2,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031227,397.19,5,4,5,¦³,µL,39800000,100204,¤@¼Ó¥­­±,0.0,0,,RPOOMLMJOHLFFBB27CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô1~30¸¹,7.06,¦í,,,1050504,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820903,36.43,1,1,1,¦³,¦³,950000,26077,,0.0,0,,RPQPMLMJOHLFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏÀô¤ÓªF¸ô631~660¸¹,56.89,¦í,,,1050505,¤g¦a1«Øª«1¨®¦ì2,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040615,274.88,5,2,3,¦³,¦³,13980000,50859,©Y¹D¥­­±,43.16,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVQMLMJOHLFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï±R¼w¸ô¤@¬q256«Ñ1~30¸¹,20.84,¦í,,,1050429,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701212,119.7,3,2,2,¦³,¦³,5650000,47201,,0.0,0,,RPQRMLMJOHLFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©¾¤ÓªF¸ô91~120¸¹,8.09,¦í,,,1050422,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840607,94.91,3,2,1,¦³,¦³,4400000,46360,©Y¹D¾÷±ñ,0.0,0,,RPWRMLMJOHLFFBB38CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô86«Ñ1§Ë1~30¸¹,37.4,¦í,,,1050308,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0711229,131.22,4,2,2,¦³,µL,6000000,45725,,0.0,0,,RPTSMLMJOHLFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¼w¤Æµó421~450¸¹,17.0,¦í,,,1050512,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701209,50.09,2,2,1,¦³,µL,2500000,49910,,0.0,0,,RPPNMLNJOHLFFBB37CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ïº~¶§µó31~60¸¹,29.9,¦í,,,1050503,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0740503,111.4,0,0,0,µL,µL,6900000,61939,,0.0,0,,RPTOMLNJOHLFFBB87CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤­Åv¸ô361~390¸¹,11.37,°Ó,,,1050415,¤g¦a2«Øª«1¨®¦ì1,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980908,158.93,3,2,2,¦³,¦³,10800000,67954,©Y¹D¥­­±,0.0,0,,RPWQMLOJOHLFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±ö¤tªF¸ô¥|¬q91~120¸¹,4.66,¦í,,,1050507,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0831222,62.92,1,1,1,¦³,¦³,3000000,47687,©Y¹D¥­­±,0.0,0,,RPXRMLSJOHLFFBB09CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©ú¼w¨½¤Ó­ì¸ô¤@¬q361~390¸¹,21.73,¦í,,,1050507,¤g¦a1«Øª«2¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790303,165.62,3,2,2,¦³,µL,7200000,43473,©Y¹D¾÷±ñ,0.0,0,,RPTNMLNKOHLFFBB87CA
¥_¤Ù°Ï,¤g¦a,©M¥­¬q241~270¦a¸¹,390.09,¦í,,,1050419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,40600000,104079,,0.0,0,,RPXQMLNKOHLFFBB58CA
¥_°Ï,¤g¦a,¤ô·½¬q361~390¦a¸¹,71.0,¦í,,,1041215,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3339006,47028,,0.0,0,1.¿ËÄÝÃö«Y¶¡¤§¥æ©ö¡C2.©Ò¦³Åv¤H¬°7¤H¡C,RPXROLNKOHLFFBB88CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±R¼w¤»¸ô1~30¸¹,23.28,¦í,,,1050517,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820831,140.35,3,2,2,¦³,¦³,6000000,42750,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLRKOHLFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q811~840¸¹,8.85,°Ó,,,1050502,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850627,160.6,3,2,2,¦³,¦³,7200000,44832,©Y¹D¾÷±ñ,0.0,0,,RPVPMLLLOHLFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤ôÙõ¨½¤å¤ß¸ô¥|¬q91~120¸¹,16.4,°Ó,,,1050523,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041105,238.02,3,2,2,¦³,¦³,17520000,77133,©Y¹D¥­­±,47.18,2800000,,RPSQMLLLOHLFFBB97CA
¥_¤Ù°Ï,¤g¦a,¤å¥_¬q31~60¦a¸¹,1206.51,¦í,,,1050323,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,129847932,107623,,0.0,0,,RPTNMLMLOHLFFBB87CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¨|±jµó91~120¸¹,56.64,¦í,,,1050408,¤g¦a1«Øª«2¨®¦ì0,¤@¼h¡AÃM¼Ó¡A¦a¤U¼h,¤­¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0680118,260.18,5,1,0,¦³,µL,10380000,39895,,0.0,0,§t¼W«Ø¡AÃ±¬ù¤H»Pµn°O¦W¸q¤H¤£¦P¡C,RPRPMLOLOHLFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï©÷¥­¸ô¤G¬q¥|«Ñ1~30¸¹,38.11,¦í,,,1050511,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950404,134.37,4,3,3,¦³,µL,5000000,37211,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTOMLSLOHLFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï©M¥­¨½­xºÖ¤Q¤@¸ô1~30¸¹,99.31,¦í,,,1020707,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040709,278.76,5,2,3,¦³,µL,19300000,69235,,0.0,0,,RPWNMLTLOHLFFBB88CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,25.5,¦í,,,1010903,¤g¦a1«Øª«1¨®¦ì1,¤Q¤E¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,247.21,4,2,2,¦³,¦³,14700000,61754,©Y¹D¥­­±,26.98,1100000,,RPSNMLMJOHLFFCB67CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,25.5,¦í,,,1020304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,249.76,4,2,2,¦³,¦³,13250000,53416,©Y¹D¥­­±,26.98,1350000,,RPTNMLMJOHLFFCB77CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤W¥Û¸ô151~180¸¹,5.59,¦í,,,1050509,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850509,68.64,2,1,1,¦³,¦³,3800000,55361,,0.0,0,,RPXNMLMJOHLFFCB18CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ïªe«n¸ô¤G¬q331~360¸¹,100.0,¦í,,,1050519,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0771110,286.11,0,0,0,µL,µL,38500000,134564,,0.0,0,,RPQNMLOJOHLFFCB67CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï©¾«i¸ô31~60¸¹,11.38,¦í,,,1050429,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021017,113.98,2,2,1,¦³,¦³,7150000,62730,©Y¹D¾÷±ñ,13.52,0,,RPROMLQJOHLFFCB08CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤@¸ô241~270¸¹,16.2,¨ä¥L,,,1000608,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,¤T¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1040325,292.39,3,2,2,¦³,¦³,28280000,94900,©Y¹D¥­­±,30.22,3400000,,RPTOMLQJOHLFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤@¸ô241~270¸¹,16.2,¨ä¥L,,,1000608,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,¤T¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1040325,292.39,3,2,2,¦³,¦³,28620000,96197,©Y¹D¥­­±,30.22,3400000,,SPTOMLQJOHLFFCB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï©¾«i¸ô31~60¸¹,9.96,¦í,,,1050505,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021017,106.4,2,2,1,¦³,¦³,6390000,60056,©Y¹D¾÷±ñ,0.0,0,,RPSQMLSJOHLFFCB58CA
«n¤Ù°Ï,¤g¦a,·s´I¬q91~120¦a¸¹,83.33,¦í,,,1050505,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15120000,181447,,0.0,0,,RPQNMLPKOHLFFCB87CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏÄå«°¤»µó1~30¸¹,103.78,¦í,,,1050421,¤g¦a1«Øª«18¨®¦ì0,¤G¼h,¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970509,276.77,1,1,1,¦³,µL,28800000,104058,,0.0,0,17¶¡®M©Ð¡A1¶¡¶®©Ð,RPVOMLKLOHLFFCB08CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¥|¬q1261~1290¸¹,5.34,¦í,,,1050521,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990112,92.14,1,1,1,¦³,¦³,6000000,65118,©Y¹D¾÷±ñ,13.86,0,,RPXOMLKLOHLFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¥|¬q1111~1140¸¹,14.92,¦í,,,1050424,¤g¦a2«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951205,156.75,3,2,2,¦³,¦³,10500000,66986,©Y¹D¥­­±,28.11,0,,RPWOMLNLOHLFFCB48CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,25.5,¦í,,,1020324,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,247.21,4,2,2,¦³,¦³,16000000,65840,©Y¹D¥­­±,26.98,1500000,,RPUQMLNLOHLFFCB48CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô61~90¸¹,11.24,¦í,,,1050429,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960907,108.83,2,2,1,¦³,¦³,7450000,68455,©Y¹D¥­­±,0.0,0,,RPVVMLRLOHLFFCB86CA
¦è¤Ù°Ï,¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤G¬q31~60¸¹,5.85,°Ó,,,1050512,¤g¦a0«Øª«0¨®¦ì4,,,¨ä¥L,,,,58.2,0,0,0,¦³,¦³,2800000,,©Y¹D¾÷±ñ,58.2,0,,RPPOMLLJPHLFFCB47CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°ÏªF¿³ªFµó61~90¸¹,24.6,¦í,,,1050425,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830503,220.78,3,2,2,¦³,¦³,12880000,58339,©Y¹D¾÷±ñ,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLLJPHLFFCB67CA
